Timestamp,Packet Type,Channel,Message Type,MMSI,Navigation Status,Repeat Indicator,IMO,ROT,SOG,COG,Position Accuracy,Longitude,Latitude,Region,Vessel name,Ship type,True Heading,Radio status,Destination,Maneuver Indicator,Draught,Position fix type,Call sign,ETA,A,B,C,D,Prop message 1,Prop message 2,Prop message 3,Prop message 4,Prop message 5
52:19.8,BSVDM,B,1,538009733,Underway using engine,0,0,1,17.1,1699,>10m,152.0657767,-11.07873333,QH68,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354167,-10.593285,QH69,NaN,Not available (default),,81924,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:46,0,0,0,0,,,,,
52:21.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,30,>10m,152.1150833,-10.62246,QH69,NaN,Not available (default),6,49160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:23.4,BSVDM,A,1,353080000,Underway using engine,0,0,0,10.2,1643,<10m,152.0406467,-11.19947333,QH68,NaN,Not available (default),160,81924,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:23.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
52:26.0,BSVDM,A,1,538009733,Underway using engine,0,0,1,17.1,1700,>10m,152.06586,-11.078265,QH68,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:31.0,BSVDM,B,1,538009733,Underway using engine,0,0,1,17.1,1699,>10m,152.06593,-11.07787333,QH68,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:31.1,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1737,>10m,152.134635,-10.04627,QH69,NaN,Not available (default),171,81927,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354167,-10.59328667,QH69,NaN,Not available (default),,65546,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:46,0,0,0,0,,,,,
52:32.8,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,37,>10m,152.1151267,-10.623095,QH69,NaN,Not available (default),6,20156,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:33.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
52:34.7,BSVDM,B,1,353080000,Underway using engine,0,0,0,10.2,1639,<10m,152.0407983,-11.19897167,QH68,NaN,Not available (default),160,20156,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:37.6,BSVDM,A,1,538009733,Underway using engine,0,0,1,17.1,1701,>10m,152.0660183,-11.077325,QH68,NaN,Not available (default),168,65783,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.135415,-10.59329,QH69,NaN,Not available (default),,65921,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:47,0,0,0,0,,,,,
52:41.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,41,>10m,152.1151633,-10.62353,QH69,NaN,Not available (default),5,20156,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:43.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
52:43.7,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.1,1706,>10m,152.066095,-11.07685333,QH68,NaN,Not available (default),169,33245,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:44.5,PSTXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAIS,7004002,BS6XX 2.00.07,4750027,0x0
52:50.0,BSVDM,A,1,538009733,Underway using engine,0,0,251,17.1,1706,>10m,152.0661767,-11.07638167,QH68,NaN,Not available (default),169,66247,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354117,-10.593295,QH69,NaN,Not available (default),,66296,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:47,0,0,0,0,,,,,
52:51.4,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,36,>10m,152.115195,-10.62407,QH69,NaN,Not available (default),5,2245,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
52:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,74720,V,0,I
52:53.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
52:55.7,BSVDM,B,1,538009733,Underway using engine,0,0,249,17.1,1704,>10m,152.0662583,-11.07591,QH68,NaN,Not available (default),168,33695,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354117,-10.59329833,QH69,NaN,Not available (default),,66671,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:47,0,0,0,0,,,,,
53:01.5,BSVDM,A,1,538009733,Underway using engine,0,0,249,17.1,1704,>10m,152.06634,-11.07543833,QH68,NaN,Not available (default),168,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:02.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,33,>10m,152.1152283,-10.624665,QH69,NaN,Not available (default),5,81928,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:03.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
53:08.0,BSVDM,B,1,538009733,Underway using engine,0,0,0,17.1,1706,>10m,152.066415,-11.07496667,QH68,NaN,Not available (default),168,34156,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.5933,QH69,NaN,Not available (default),,67046,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:47,0,0,0,0,,,,,
53:11.4,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,31,>10m,152.1152467,-10.62516333,QH69,NaN,Not available (default),4,49160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:12.2,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1738,>10m,152.13492,-10.043895,QH69,NaN,Not available (default),172,2214,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:13.4,BSVDM,A,1,538009733,Underway using engine,0,0,0,17,1704,>10m,152.0664917,-11.0745,QH68,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:13.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
53:19.8,BSVDM,B,1,538009733,Underway using engine,0,0,1,17,1704,>10m,152.0665717,-11.07403,QH68,NaN,Not available (default),168,34599,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354083,-10.59330167,QH69,NaN,Not available (default),,67421,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:47,0,0,0,0,,,,,
53:21.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,25,>10m,152.1152617,-10.625695,QH69,NaN,Not available (default),5,34652,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:23.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
53:26.0,BSVDM,A,1,538009733,Underway using engine,0,0,1,17,1707,>10m,152.0666517,-11.07355833,QH68,NaN,Not available (default),168,34830,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:31.0,BSVDM,B,1,538009733,Underway using engine,0,0,1,17,1709,>10m,152.066715,-11.073165,QH68,NaN,Not available (default),168,35017,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.59330333,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:47,0,0,0,0,,,,,
53:32.8,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,22,>10m,152.115285,-10.626295,QH69,NaN,Not available (default),5,2234,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:33.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
53:37.6,BSVDM,A,1,538009733,Underway using engine,0,0,0,17,1709,>10m,152.0668033,-11.072615,QH68,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354117,-10.59330333,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:48,0,0,0,0,,,,,
53:41.5,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,25,>10m,152.1153117,-10.62679,QH69,NaN,Not available (default),5,2276,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:41.9,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1734,>10m,152.1351167,-10.04221167,QH69,NaN,Not available (default),171,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:43.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
53:43.7,BSVDM,B,1,538009733,Underway using engine,0,0,248,17,1709,>10m,152.06688,-11.07214667,QH68,NaN,Not available (default),168,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:50.0,BSVDM,A,1,538009733,Underway using engine,0,0,249,17,1709,>10m,152.06695,-11.07167833,QH68,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354117,-10.593305,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:48,0,0,0,0,,,,,
53:51.3,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,26,>10m,152.11534,-10.62734,QH69,NaN,Not available (default),5,49160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
53:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,74820,V,0,I
53:53.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
53:55.7,BSVDM,B,1,538009733,Underway using engine,0,0,0,17,1710,>10m,152.0670233,-11.07120833,QH68,NaN,Not available (default),168,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354133,-10.59330333,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:48,0,0,0,0,,,,,
54:01.5,BSVDM,A,1,538009733,Underway using engine,0,0,1,17,1709,>10m,152.0671,-11.07074,QH68,NaN,Not available (default),168,66679,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:02.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,26,>10m,152.1153717,-10.62799167,QH69,NaN,Not available (default),5,66724,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:03.0,BSVDM,A,1,353080000,Underway using engine,0,0,0,10.2,1634,<10m,152.0419917,-11.194975,QH68,NaN,Not available (default),159,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:03.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
54:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354133,-10.59330167,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:48,0,0,0,0,,,,,
54:11.4,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.7,26,>10m,152.1153967,-10.628425,QH69,NaN,Not available (default),5,34284,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:13.4,BSVDM,A,3,538009733,Underway using engine,0,0,1,17,1711,>10m,152.0672417,-11.06980333,QH68,NaN,Not available (default),168,19955,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:13.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
54:19.8,BSVDM,B,1,538009733,Underway using engine,0,0,0,17,1712,>10m,152.0673133,-11.069335,QH68,NaN,Not available (default),168,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.59330167,QH69,NaN,Not available (default),,49156,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:48,0,0,0,0,,,,,
54:21.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.7,26,>10m,152.1154217,-10.62897167,QH69,NaN,Not available (default),5,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:23.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
54:26.0,BSVDM,A,1,538009733,Underway using engine,0,0,248,17,1709,>10m,152.0673917,-11.06886667,QH68,NaN,Not available (default),168,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:31.0,BSVDM,B,1,538009733,Underway using engine,0,0,251,17,1710,>10m,152.067455,-11.068475,QH68,NaN,Not available (default),168,20160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:31.1,BSVDM,A,1,353246000,Underway using engine,0,0,0,12.4,1741,>10m,152.135425,-10.03932333,QH69,NaN,Not available (default),172,49158,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.59329833,QH69,NaN,Not available (default),,32778,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:48,0,0,0,0,,,,,
54:32.4,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.7,27,>10m,152.1154467,-10.62957333,QH69,NaN,Not available (default),5,114696,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:33.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
54:34.0,BSVDM,B,1,353080000,Underway using engine,0,0,0,10.2,1628,<10m,152.0424317,-11.19355667,QH68,NaN,Not available (default),159,65648,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:37.6,BSVDM,A,1,538009733,Underway using engine,0,0,251,17,1710,>10m,152.06755,-11.06792167,QH68,NaN,Not available (default),168,33015,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.59329667,QH69,NaN,Not available (default),,33153,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:49,0,0,0,0,,,,,
54:41.9,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1740,>10m,152.135495,-10.03870333,QH69,NaN,Not available (default),171,2232,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:42.2,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.7,25,>10m,152.115465,-10.63011833,QH69,NaN,Not available (default),4,81928,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:43.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
54:43.7,BSVDM,B,1,538009733,Underway using engine,0,0,251,17,1706,>10m,152.0676317,-11.067455,QH68,NaN,Not available (default),168,2241,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:44.1,BSVDM,A,1,353080000,Underway using engine,0,0,0,10.2,1630,<10m,152.042575,-11.193105,QH68,NaN,Not available (default),159,49156,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:44.5,PSTXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,STXAIS,7004002,BS6XX 2.00.07,4750029,0x0
54:46.7,BSVDM,A,5,538009733,NaN,0,9318462,,,NaN,NaN,0,0,NaN,VIKING QUEEN        ,"Cargo, all ships of this type",,0,NaN,Not available (default),9.2,GPS,V7A5096,,24,175,22,10,,,,,
54:46.7,BSVDM,A,8,545392672,NaN,0,0,,,NaN,NaN,0,0,NaN,NaN,Not available (default),,0,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:50.0,BSVDM,A,1,538009733,Underway using engine,0,0,1,17,1705,>10m,152.06771,-11.06698833,QH68,NaN,Not available (default),168,33479,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.593295,QH69,NaN,Not available (default),,33528,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:49,0,0,0,0,,,,,
54:51.3,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.7,22,>10m,152.11548,-10.63059667,QH69,NaN,Not available (default),4,33529,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,74920,V,0,I
54:53.6,BSVDM,B,1,353080000,Underway using engine,0,0,0,10.2,1626,<10m,152.04272,-11.19265333,QH68,NaN,Not available (default),159,66384,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
54:53.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
54:55.7,BSVDM,B,1,538009733,Underway using engine,0,0,1,17,1706,>10m,152.0677867,-11.06652,QH68,NaN,Not available (default),168,2242,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.593295,QH69,NaN,Not available (default),,33903,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:49,0,0,0,0,,,,,
55:01.5,BSVDM,A,1,538009733,Underway using engine,0,0,0,17,1707,>10m,152.06786,-11.06604833,QH68,NaN,Not available (default),168,49157,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:02.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.7,15,>10m,152.1154967,-10.63118333,QH69,NaN,Not available (default),4,49160,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:03.0,BSVDM,A,1,353080000,Underway using engine,0,0,0,10.2,1613,<10m,152.0428567,-11.19225,QH68,NaN,Not available (default),160,2245,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:03.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
55:08.0,BSVDM,B,1,538009733,Underway using engine,0,0,1,17,1706,>10m,152.0679367,-11.06558,QH68,NaN,Not available (default),168,2213,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.13541,-10.59329667,QH69,NaN,Not available (default),,34278,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:49,0,0,0,0,,,,,
55:11.4,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.7,10,>10m,152.1155083,-10.631665,QH69,NaN,Not available (default),4,20164,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:13.4,BSVDM,A,1,538009733,Underway using engine,0,0,0,16.9,1706,>10m,152.0680183,-11.065115,QH68,NaN,Not available (default),168,20164,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:13.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
55:19.8,BSVDM,B,1,538009733,Underway using engine,0,0,251,17,1706,>10m,152.0680967,-11.06464667,QH68,NaN,Not available (default),168,2238,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354083,-10.59329667,QH69,NaN,Not available (default),,34653,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:49,0,0,0,0,,,,,
55:21.3,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.7,7,>10m,152.1155167,-10.63214667,QH69,NaN,Not available (default),5,2284,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:21.5,BSVDM,B,1,353246000,Underway using engine,0,0,0,12.4,1735,>10m,152.13573,-10.03644833,QH69,NaN,Not available (default),171,34663,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:23.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
55:26.0,BSVDM,A,1,538009733,Underway using engine,0,0,0,17,1707,>10m,152.0681667,-11.064175,QH68,NaN,Not available (default),168,2245,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:31.0,BSVDM,B,1,538009733,Underway using engine,0,0,251,17,1706,>10m,152.0682283,-11.063785,QH68,NaN,Not available (default),168,2270,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:31.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354067,-10.593295,QH69,NaN,Not available (default),,20168,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:49,0,0,0,0,,,,,
55:32.4,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.7,7,>10m,152.115525,-10.63285333,QH69,NaN,Not available (default),5,98355,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:33.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
55:34.0,BSVDM,B,1,353080000,Underway using engine,0,0,0,10.2,1650,<10m,152.043265,-11.19083,QH68,NaN,Not available (default),162,49156,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:37.6,BSVDM,A,1,538009733,Underway using engine,0,0,0,17,1704,>10m,152.0683167,-11.06324,QH68,NaN,Not available (default),168,20168,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:41.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354067,-10.593295,QH69,NaN,Not available (default),,20168,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:50,0,0,0,0,,,,,
55:42.2,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,11,>10m,152.1155333,-10.633345,QH69,NaN,Not available (default),6,65956,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:43.5,BSVDM,B,1,538009733,Underway using engine,0,0,1,17,1706,>10m,152.0683967,-11.06277,QH68,NaN,Not available (default),168,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:43.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
55:50.0,BSVDM,A,1,538009733,Underway using engine,0,0,1,17,1706,>10m,152.0684817,-11.062305,QH68,NaN,Not available (default),168,20168,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:51.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.135405,-10.593295,QH69,NaN,Not available (default),,20168,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:50,0,0,0,0,,,,,
55:51.3,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,17,>10m,152.1155517,-10.63382833,QH69,NaN,Not available (default),6,20168,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
55:52.5,BSADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,STX564855481005,75020,V,0,I
55:53.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
55:55.5,BSVDM,B,1,538009733,Underway using engine,0,0,0,17,1706,>10m,152.0685633,-11.061835,QH68,NaN,Not available (default),168,81925,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:01.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354067,-10.593295,QH69,NaN,Not available (default),,20168,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:50,0,0,0,0,,,,,
56:01.5,BSVDM,A,1,538009733,Underway using engine,0,0,0,17,1708,>10m,152.06864,-11.06136667,QH68,NaN,Not available (default),168,33911,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:02.7,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,20,>10m,152.11557,-10.63447667,QH69,NaN,Not available (default),6,33956,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:02.8,BSVDM,A,1,353080000,Underway using engine,0,0,0,10.2,1654,<10m,152.0436133,-11.18949667,QH68,NaN,Not available (default),161,114692,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:03.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
56:07.0,BSVDM,B,1,538009733,Underway using engine,0,0,248,17,1707,>10m,152.0687017,-11.06097667,QH68,NaN,Not available (default),168,66887,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:11.0,BSVDM,B,5,431697000,NaN,0,9675626,,,NaN,NaN,0,0,NaN,ARCADIA SALUTE      ,"Cargo, all ships of this type",,0,NaN,Not available (default),13.7,GPS,7KKM   ,,202,33,13,25,,,,,
56:11.0,BSVDM,B,8,545392672,NaN,0,0,,,NaN,NaN,0,0,NaN,NaN,Not available (default),,0,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:11.2,BSVDO,A,4,2579991,NaN,0,0,,,NaN,NaN,152.1354067,-10.593295,QH69,NaN,Not available (default),,20168,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:50,0,0,0,0,,,,,
56:11.4,BSVDM,A,1,431697000,Underway using engine,0,0,0,11.6,19,>10m,152.115585,-10.63491,QH69,NaN,Not available (default),6,2303,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:13.4,BSVDM,A,1,538009733,Underway using engine,0,0,251,17,1706,>10m,152.0687883,-11.06042833,QH68,NaN,Not available (default),168,2252,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:13.7,PSTXI,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFO,2,0,0,1
56:14.1,BSVDM,B,1,353080000,Underway using engine,0,0,0,10.2,1650,<10m,152.0437517,-11.188995,QH68,NaN,Not available (default),161,49156,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:19.5,BSVDM,B,1,538009733,Underway using engine,0,0,1,17,1708,>10m,152.0688583,-11.05996,QH68,NaN,Not available (default),168,100123,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:21.2,BSVDO,B,4,2579991,NaN,0,0,,,NaN,NaN,152.1354067,-10.59329667,QH69,NaN,Not available (default),,20168,NaN,Not available (default),0,Internal GNSS,0,10/28/2023 7:50,0,0,0,0,,,,,
56:22.2,BSVDM,B,1,431697000,Underway using engine,0,0,0,11.6,17,>10m,152.1156067,-10.63550333,QH69,NaN,Not available (default),6,67454,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
56:23.4,BSVDM,A,1,353080000,Underway using engine,0,0,0,10.3,1648,<10m,152.043865,-11.18858167,QH68,NaN,Not available (default),161,20168,NaN,Not available (default),0,Undefined (default),0,,0,0,0,0,,,,,
